inventory_id,standard,version,term_type,term_name,iri,prefix_local,parent,domain,range,cardinality,definition,definition_ko,concept_tag,equivalent_terms,notes,source_url
INV-4062,PROV-O,2013-04-30,Property,qualifiedInvalidation,http://www.w3.org/ns/prov#qualifiedInvalidation,prov:qualifiedInvalidation,prov:qualifiedInfluence,prov:Entity,prov:Invalidation,unspecified,"If this Entity prov:wasInvalidatedBy Activity :a, then it can qualify how it was invalidated using prov:qualifiedInvalidation [ a prov:Invalidation; prov:activity :a; :foo :bar ].",wasInvalidatedBy의 한정 형태로 추가 속성을 부여함.,provenance.qualifier,,Source: rdfs:comment. Qualified property,https://www.w3.org/TR/prov-o/#qualifiedInvalidation
INV-4063,PROV-O,2013-04-30,Property,qualifiedStart,http://www.w3.org/ns/prov#qualifiedStart,prov:qualifiedStart,prov:qualifiedInfluence,prov:Activity,prov:Start,unspecified,"If this Activity prov:wasStartedBy Entity :e1, then it can qualify how it was started using prov:qualifiedStart [ a prov:Start; prov:entity :e1; :foo :bar ].",wasStartedBy의 한정 형태로 추가 속성을 부여함.,provenance.qualifier,,Source: rdfs:comment. Qualified property,https://www.w3.org/TR/prov-o/#qualifiedStart
INV-4064,PROV-O,2013-04-30,Property,qualifiedEnd,http://www.w3.org/ns/prov#qualifiedEnd,prov:qualifiedEnd,prov:qualifiedInfluence,prov:Activity,prov:End,unspecified,"If this Activity prov:wasEndedBy Entity :e1, then it can qualify how it was ended using prov:qualifiedEnd [ a prov:End; prov:entity :e1; :foo :bar ].",wasEndedBy의 한정 형태로 추가 속성을 부여함.,provenance.qualifier,,Source: rdfs:comment. Qualified property,https://www.w3.org/TR/prov-o/#qualifiedEnd
INV-4065,PROV-O,2013-04-30,Property,qualifiedCommunication,http://www.w3.org/ns/prov#qualifiedCommunication,prov:qualifiedCommunication,prov:qualifiedInfluence,prov:Activity,prov:Communication,unspecified,"If this Activity prov:wasInformedBy Activity :a, then it can qualify how it was influenced using prov:qualifiedCommunication [ a prov:Communication; prov:activity :a; :foo :bar ].",wasInformedBy의 한정 형태로 추가 속성을 부여함.,provenance.qualifier,,Source: rdfs:comment. Qualified property,https://www.w3.org/TR/prov-o/#qualifiedCommunication
INV-4066,PROV-O,2013-04-30,Property,qualifiedAssociation,http://www.w3.org/ns/prov#qualifiedAssociation,prov:qualifiedAssociation,prov:qualifiedInfluence,prov:Activity,prov:Association,unspecified,"If this Activity prov:wasAssociatedWith Agent :ag, then it can qualify the Association using prov:qualifiedAssociation [ a prov:Association; prov:agent :ag; :foo :bar ].",wasAssociatedWith의 한정 형태로 추가 속성을 부여함.,provenance.qualifier,,Source: rdfs:comment. Qualified property,https://www.w3.org/TR/prov-o/#qualifiedAssociation
INV-4067,PROV-O,2013-04-30,Property,qualifiedDelegation,http://www.w3.org/ns/prov#qualifiedDelegation,prov:qualifiedDelegation,prov:qualifiedInfluence,prov:Agent,prov:Delegation,unspecified,"If this Agent prov:actedOnBehalfOf Agent :ag, then it can qualify how with prov:qualifiedResponsibility [ a prov:Responsibility; prov:agent :ag; :foo :bar ].",actedOnBehalfOf의 한정 형태로 추가 속성을 부여함.,provenance.qualifier,,Source: rdfs:comment (uses 'qualifiedResponsibility' label as legacy term in spec example). Qualified property,https://www.w3.org/TR/prov-o/#qualifiedDelegation
INV-4068,PROV-O,2013-04-30,Property,qualifiedInfluence,http://www.w3.org/ns/prov#qualifiedInfluence,prov:qualifiedInfluence,,"prov:Activity, prov:Agent, prov:Entity",prov:Influence,unspecified,"Because prov:qualifiedInfluence is a broad relation, the more specific relations (qualifiedCommunication, qualifiedDelegation, qualifiedEnd, etc.) should be used when applicable.",wasInfluencedBy의 한정 형태 (포괄 관계).,provenance.qualifier,,Source: rdfs:comment. Top-level qualified property; prefer subproperties,https://www.w3.org/TR/prov-o/#qualifiedInfluence
INV-4069,PROV-O,2013-04-30,Property,qualifiedPrimarySource,http://www.w3.org/ns/prov#qualifiedPrimarySource,prov:qualifiedPrimarySource,prov:qualifiedInfluence,prov:Entity,prov:PrimarySource,unspecified,"If this Entity prov:hadPrimarySource Entity :e, then it can qualify how using prov:qualifiedPrimarySource [ a prov:PrimarySource; prov:entity :e; :foo :bar ].",hadPrimarySource의 한정 형태로 추가 속성을 부여함.,provenance.qualifier,,Source: rdfs:comment. Qualified property,https://www.w3.org/TR/prov-o/#qualifiedPrimarySource
INV-4070,PROV-O,2013-04-30,Property,qualifiedQuotation,http://www.w3.org/ns/prov#qualifiedQuotation,prov:qualifiedQuotation,prov:qualifiedInfluence,prov:Entity,prov:Quotation,unspecified,"If this Entity prov:wasQuotedFrom Entity :e, then it can qualify how using prov:qualifiedQuotation [ a prov:Quotation; prov:entity :e; :foo :bar ].",wasQuotedFrom의 한정 형태로 추가 속성을 부여함.,provenance.qualifier,,Source: rdfs:comment. Qualified property,https://www.w3.org/TR/prov-o/#qualifiedQuotation
INV-4071,PROV-O,2013-04-30,Property,qualifiedRevision,http://www.w3.org/ns/prov#qualifiedRevision,prov:qualifiedRevision,prov:qualifiedInfluence,prov:Entity,prov:Revision,unspecified,"If this Entity prov:wasRevisionOf Entity :e, then it can qualify how it was revised using prov:qualifiedRevision [ a prov:Revision; prov:entity :e; :foo :bar ].",wasRevisionOf의 한정 형태로 추가 속성을 부여함.,provenance.qualifier,,Source: rdfs:comment. Qualified property,https://www.w3.org/TR/prov-o/#qualifiedRevision
INV-4072,PROV-O,2013-04-30,Property,entity,http://www.w3.org/ns/prov#entity,prov:entity,prov:influencer,prov:EntityInfluence,prov:Entity,unspecified,"This property behaves in spirit like rdf:object; it references the object of a prov:wasInfluencedBy triple.",Influence 관계의 영향원 개체.,provenance.qualifier,,"Source: :editorialNote (no rdfs:comment or :definition). [CHECK] Qualified property",https://www.w3.org/TR/prov-o/#entity
INV-4073,PROV-O,2013-04-30,Property,activity,http://www.w3.org/ns/prov#activity,prov:activity,prov:influencer,prov:ActivityInfluence,prov:Activity,unspecified,"This property behaves in spirit like rdf:object; it references the object of a prov:wasInfluencedBy triple.",Influence 관계의 영향원 활동.,provenance.qualifier,,"Source: :editorialNote. [CHECK] Qualified property",https://www.w3.org/TR/prov-o/#activity
INV-4074,PROV-O,2013-04-30,Property,agent,http://www.w3.org/ns/prov#agent,prov:agent,prov:influencer,prov:AgentInfluence,prov:Agent,unspecified,"This property behaves in spirit like rdf:object; it references the object of a prov:wasInfluencedBy triple.",Influence 관계의 영향원 행위자.,provenance.qualifier,,"Source: :editorialNote. [CHECK] Qualified property",https://www.w3.org/TR/prov-o/#agent
INV-4075,PROV-O,2013-04-30,Property,influencer,http://www.w3.org/ns/prov#influencer,prov:influencer,,prov:Influence,owl:Thing,unspecified,"Subproperties of prov:influencer are used to cite the object of an unqualified PROV-O triple whose predicate is a subproperty of prov:wasInfluencedBy (e.g. prov:used, prov:wasGeneratedBy). prov:influencer is used much like rdf:object is used.",한정된 Influence 관계의 영향원을 가리키는 포괄 속성.,provenance.qualifier,,Source: rdfs:comment. Qualified property,https://www.w3.org/TR/prov-o/#influencer
INV-4076,PROV-O,2013-04-30,Property,hadActivity,http://www.w3.org/ns/prov#hadActivity,prov:hadActivity,,"prov:Influence, prov:Delegation, prov:Derivation, prov:End, prov:Start",prov:Activity,unspecified,"The _optional_ Activity of an Influence, which used, generated, invalidated, or was the responsibility of some Entity. This property is _not_ used by ActivityInfluence (use prov:activity instead).",Influence에 관여한 (선택적) 활동.,provenance.qualifier,,Source: rdfs:comment. Qualified property,https://www.w3.org/TR/prov-o/#hadActivity
INV-4077,PROV-O,2013-04-30,Property,hadGeneration,http://www.w3.org/ns/prov#hadGeneration,prov:hadGeneration,,prov:Derivation,prov:Generation,unspecified,The _optional_ Generation involved in an Entity's Derivation.,파생에 관여한 (선택적) Generation.,provenance.qualifier,,Source: rdfs:comment. Qualified property,https://www.w3.org/TR/prov-o/#hadGeneration
INV-4078,PROV-O,2013-04-30,Property,hadUsage,http://www.w3.org/ns/prov#hadUsage,prov:hadUsage,,prov:Derivation,prov:Usage,unspecified,The _optional_ Usage involved in an Entity's Derivation.,파생에 관여한 (선택적) Usage.,provenance.qualifier,,Source: rdfs:comment. Qualified property,https://www.w3.org/TR/prov-o/#hadUsage
INV-4079,PROV-O,2013-04-30,Property,hadPlan,http://www.w3.org/ns/prov#hadPlan,prov:hadPlan,,prov:Association,prov:Plan,unspecified,The _optional_ Plan adopted by an Agent in Association with some Activity. Plan specifications are out of the scope of this specification.,Association에서 행위자가 채택한 (선택적) Plan.,provenance.qualifier,,Source: rdfs:comment. Qualified property,https://www.w3.org/TR/prov-o/#hadPlan
INV-4080,PROV-O,2013-04-30,Property,hadRole,http://www.w3.org/ns/prov#hadRole,prov:hadRole,,"prov:Influence, prov:Association, prov:InstantaneousEvent",prov:Role,unspecified,"The _optional_ Role that an Entity assumed in the context of an Activity. For example, :baking prov:used :spoon; prov:qualified [ a prov:Usage; prov:entity :spoon; prov:hadRole roles:mixing_implement ].",활동의 맥락에서 개체가 가진 (선택적) 역할.,provenance.qualifier,"dcat:hadRole",Source: rdfs:comment. Qualified property,https://www.w3.org/TR/prov-o/#hadRole

# EXCLUDED: INV-4081 through INV-4089 (PROV-DC extension classes: Create/Modify/Publish/Contribute/RightsAssignment/Creator/Publisher/Contributor/RightsHolder). See reports/inventory_validation.md v2 for decision rationale. dcterms is now tracked separately at INV-3500-3523.
